fecha,titulo,estado,fenomeno,mes,mes_es
2008-10-15,"Declaratoria de Emergencia por la ocurrencia de deslave ocurrido en el periodo del 14 al 28 de septiembre de 2008, en 4 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,deslave,10,octubre
2008-10-20,Declaratoria de Emergencia por la inminencia de impacto en las próximas 24 horas del huracán Norbert en 3 municipios del Estado de Baja California Sur,Baja California Sur,huracán,10,octubre
2008-10-20,"Declaratoria de Emergencia por la ocurrencia de lluvia atípica el día 25 de septiembre de 2008, en el Municipio de Tlapacoyan del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2008-10-22,"Declaratoria de Emergencia por la inminencia de impacto en las próximas 24 horas del huracán Norbert, en 18 municipios del Estado de Sonora",Sonora,huracán,10,octubre
2008-10-23,"Declaratoria de Emergencia por la inminencia de impacto en las próximas 24 horas del huracán Norbert, en 5 municipios del Estado de Sinaloa",Sinaloa,huracán,10,octubre
2008-10-30,"Declaratoria de Emergencia por la ocurrencia de inundación atípica los días 27, 28, 29 y 30 de septiembre de 2008, en el Municipio de Catazajá del Estado de Chiapas",Chiapas,inundación,10,octubre
2008-10-30,"Declaratoria de Emergencia por la ocurrencia de lluvia atípica el día 12 de octubre de 2008, en los municipios de Guazapares y Chinipas del Estado de Chihuahua",Chihuahua,lluvia,10,octubre
2008-11-06,"Declaratoria de Emergencia por la ocurrencia de lluvia atípica el día 9 de octubre de 2008, en 16 municipios del Estado de Oaxaca",Oaxaca,lluvia,11,noviembre
2008-11-06,"Declaratoria de Emergencia por la ocurrencia de lluvia atípica el día 7 de octubre de 2008, en 7 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,11,noviembre
2008-11-13,"Declaratoria de Emergencia por la ocurrencia de helada atípica el día 21 de octubre de 2008, en el Municipio de Altzayanca del Estado de Tlaxcala",Tlaxcala,helada,11,noviembre
2008-12-09,"Declaratoria de Emergencia por la ocurrencia de heladas atípicas durante el periodo correspondiente del 18 y 19 de noviembre de 2008, en 3 municipios del Estado de Hidalgo",Hidalgo,helada,12,diciembre
2008-12-09,"Declaratoria de Emergencia por la ocurrencia de heladas atípicas, durante el periodo correspondiente del 18 al 20 de noviembre de 2008, en 2 municipios del Estado de Tlaxcala",Tlaxcala,helada,12,diciembre
2009-01-02,"Declaratoria de Emergencia por la ocurrencia de heladas atípicas los días 11 y 12 de diciembre de 2008, en 15 municipios del Estado de Zacatecas",Zacatecas,helada,1,enero
2009-01-09,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas los días 15 y 17 de diciembre de 2008, en 3 municipios del Estado de Baja California",Baja California,lluvia,1,enero
2009-02-24,"Declaratoria de Emergencia por la ocurrencia de helada severa el día 6 de febrero de 2009, en el Municipio de Calpulalpan del Estado de Tlaxcala",Tlaxcala,helada,2,febrero
2009-03-13,"Declaratoria de Emergencia por la ocurrencia de helada severa el día 2 de marzo de 2009, en el Municipio de Atzalan del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,helada,3,marzo
2009-07-16,"Declaratoria de Emergencia por la ocurrencia de lluvia severa en 4 municipios ocurrida los días 29 y 30 de junio de 2009, en el Estado de Oaxaca",Oaxaca,lluvia,7,julio
2009-07-16,"Declaratoria de Emergencia por la ocurrencia de lluvia severa el día 30 de junio de 2009, en 5 municipios del Estado de Tlaxcala",Tlaxcala,lluvia,7,julio
2009-07-23,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 9 y 10 de julio de 2009, en 13 municipios del Estado de Oaxaca",Oaxaca,lluvia,7,julio
2009-09-07,"Declaratoria de Emergencia por la inminencia de impacto del ciclón tropical Jimena, en 5 municipios del Estado de Baja California Sur",Baja California Sur,ciclón,9,septiembre
2009-09-08,"Declaratoria de Emergencia por las características típicas en presencia del ciclón tropical Jimena, en 12 municipios del Estado de Sonora",Sonora,ciclón,9,septiembre
2009-09-28,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 9 y 10 de septiembre de 2009, en 6 municipios y lluvias intensas que generaron inundaciones pluviales los días 8, 9 y 10 de septiembre de 2009, en el Municipio de Xalapa del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,9,septiembre
2009-10-08,"Declaratoria de Emergencia por la ocurrencia de lluvias severas e inundaciones el día 23 de septiembre de 2009, en 5 municipios del Estado de Oaxaca",Oaxaca,lluvia,10,octubre
2009-10-08,"Declaratoria de Emergencia por la ocurrencia de lluvias severas e inundaciones los días 23, 24 y 25 de septiembre de 2009, en 19 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2009-10-21,"Declaratoria de Emergencia por la probabilidad de impacto del ciclón tropical Patricia en el transcurso de las próximas 24 horas, en 2 municipios del Estado de Baja California Sur",Baja California Sur,ciclón,10,octubre
2009-10-23,"Declaratoria de Emergencia por la ocurrencia de lluvias severas el día 13 de octubre de 2009, en el Municipio de Ahome del Estado de Sinaloa",Sinaloa,lluvia,10,octubre
2009-10-27,"Declaratoria de Emergencia por la ocurrencia de lluvias severas los días 11 y 12 de octubre de 2009, en 7 municipios del Estado de Sonora",Sonora,lluvia,10,octubre
2009-10-28,Declaratoria de Emergencia por la alta probabilidad de ocurrencia de efectos severos provocados por el paso del ciclón tropical Rick en el transcurso de las próximas 24 horas en el Municipio de Los Cabos del Estado de Baja California Sur,Baja California Sur,ciclón,10,octubre
2009-10-30,"Declaratoria de Emergencia por la ocurrencia de precipitaciones severas de carácter puntual el día 21 de octubre de 2009, provocadas por el paso del ciclón tropical Rick en el Municipio de Armería del Estado de Colima",Colima,lluvia,10,octubre
2009-10-30,"Declaratoria de Emergencia por la ocurrencia de lluvias severas el día 21 de octubre de 2009, en 3 municipios del Estado de Sinaloa",Sinaloa,lluvia,10,octubre
2009-10-30,"Declaratoria de Emergencia por la ocurrencia de lluvias severas el día 17 de octubre de 2009, en 8 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2009-11-11,"Declaratoria de Emergencia por la ocurrencia de lluvias severas los días 31 de octubre y 1o. de noviembre de 2009, en 2 municipios del Estado de Tabasco",Tabasco,lluvia,11,noviembre
2009-11-13,"Declaratoria de Emergencia por la ocurrencia de lluvias severas los días 2 y 3 de noviembre de 2009, en 2 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,11,noviembre
2009-11-20,"Declaratoria de Emergencia por la ocurrencia de lluvias severas el día 1 de noviembre de 2009, en 3 municipios del Estado de Tabasco",Tabasco,lluvia,11,noviembre
2009-11-20,"Declaratoria de Emergencia por la ocurrencia de lluvias severas los días 2, 3 y 4 de noviembre de 2009, en 10 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,11,noviembre
2010-01-12,"Declaratoria de Emergencia por la ocurrencia de helada severa los días 20, 21, 22, 23, 24, 25, 26 y 27 de diciembre de 2009, en 4 municipios del Estado de Zacatecas",Zacatecas,helada,1,enero
2010-01-14,"Declaratoria de Emergencia por helada severa los días 28, 29, 30 y 31 de diciembre de 2009, en 2 municipios del Estado de Durango",Durango,helada,1,enero
2010-01-21,"Declaratoria de Emergencia por la ocurrencia de helada severa los dí­as 8 y 9 de enero de 2010, en 4 municipios del Estado de Coahuila de Zaragoza",Coahuila de Zaragoza,helada,1,enero
2010-01-25,"Declaratoria de Emergencia por la ocurrencia de helada severa el día 9 de enero de 2010, en 2 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,helada,1,enero
2010-01-25,"Declaratoria de Emergencia por la ocurrencia de helada severa el día 10 de enero de 2010, en 4 municipios del Estado de Zacatecas",Zacatecas,helada,1,enero
2010-01-29,"Declaratoria de Emergencia por la ocurrencia de helada severa los días 15, 16, 17 y 18 de enero de 2010, en 2 municipios del Estado de Durango",Durango,helada,1,enero
2010-01-29,"Declaratoria de Emergencia por la ocurrencia de helada severa los días 9 y 10 de enero de 2010, en 3 municipios del Estado de San Luis Potosí",San Luis Potosí,helada,1,enero
2010-01-29,"Declaratoria de Emergencia por la ocurrencia de heladas severas los días 15 y 16 de enero de 2010, en el Municipio de Trinidad García de la Cadena del Estado de Zacatecas",Zacatecas,helada,1,enero
2010-02-05,"Declaratoria de Emergencia por la ocurrencia de helada severa el día 10 de enero de 2010, en el Municipio de Armadillo del Estado de San Luis Potosí",San Luis Potosí,helada,2,febrero
2010-02-09,"Declaratoria de Emergencia por la ocurrencia de lluvias severas los días 19 y 21 de enero de 2010, en 2 municipios del Estado de Baja California",Baja California,lluvia,2,febrero
2010-02-11,"Declaratoria de Emergencia por la ocurrencia de lluvias severas los días 3 y 4 de febrero de 2010, en 3 municipios del Estado de México",Estado de México,lluvia,2,febrero
2010-02-15,"Declaratoria de Emergencia por la ocurrencia de lluvias severas los días 3 y 4 de febrero de 2010, en 4 delegaciones del Distrito Federal",Distrito Federal,lluvia,2,febrero
2010-02-15,"Declaratoria de Emergencia por la ocurrencia de lluvias severas el día 3 de febrero de 2010, en 5 municipios del Estado de Michoacán de Ocampo",Michoacán de Ocampo,lluvia,2,febrero
2010-02-17,"Declaratoria de Emergencia por la ocurrencia de lluvias severas los días 3 y 4 de febrero de 2010, en el Municipio de Chalco del Estado de México",Estado de México,lluvia,2,febrero
2010-02-18,"Declaratoria de Emergencia por la ocurrencia de lluvias severas los días 3, 4 y 5 de febrero de 2010, en 30 municipios del Estado de Guerrero",Guerrero,lluvia,2,febrero
2010-02-19,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 3 y 4 de febrero de 2010, en el Municipio de San Sebastián Nicananduta del Estado de Oaxaca",Oaxaca,lluvia,2,febrero
2010-02-22,"Declaratoria de Emergencia por la ocurrencia de heladas severas del 28 de enero al 5 de febrero de 2010, en 2 municipios del Estado de Chihuahua",Chihuahua,helada,2,febrero
2010-02-23,"Declaratoria de Emergencia por la ocurrencia de lluvias severas del 3 al 5 de febrero de 2010, en 3 municipios del Estado de Michoacán de Ocampo",Michoacán de Ocampo,lluvia,2,febrero
2010-02-23,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 4 y 5 de febrero de 2010, en el Municipio de Catorce del Estado de San Luis Potosí",San Luis Potosí,lluvia,2,febrero
2010-02-25,"Declaratoria de Emergencia por la ocurrencia de lluvia severa el día 3 de febrero de 2010, en 2 municipios del Estado de Chihuahua",Chihuahua,lluvia,2,febrero
2010-03-11,"Declaratoria de Emergencia por la ocurrencia de helada severa los días 24, 25 y 26 de febrero de 2010, en 10 municipios del Estado de Zacatecas",Zacatecas,helada,3,marzo
2010-04-13,"Declaratoria de Emergencia por el sismo ocurrido el día 4 de abril de 2010, en el Municipio de Mexicali del Estado de Baja California",Baja California,sismo,4,abril
2010-04-19,"Declaratoria de Emergencia por el sismo ocurrido el día 4 de abril de 2010, en el Municipio de San Luis Río Colorado del Estado de Sonora",Sonora,sismo,4,abril
2010-04-26,"Declaratoria de Emergencia por la ocurrencia de lluvias severas el día 14 de abril de 2010, en 3 municipios del Estado de Coahuila de Zaragoza",Coahuila de Zaragoza,lluvia,4,abril
2010-07-08,"Declaratoria de Emergencia por la ocurrencia de lluvia severa el día primero de julio de 2010, en 21 municipios del Estado de Nuevo León",Nuevo León,lluvia,7,julio
2010-07-12,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 28 y 29 de junio de 2010, en 8 municipios del Estado de Oaxaca",Oaxaca,lluvia,7,julio
2010-07-12,"Declaratoria de Emergencia por la ocurrencia de viento y lluvia severa los días 30 de junio y 1 de julio de 2010, en 14 municipios del Estado de Tamaulipas",Tamaulipas,lluvia,7,julio
2010-07-13,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 30 de junio y 1o. de julio de 2010, en 7 municipios del Estado de Coahuila de Zaragoza",Coahuila de Zaragoza,lluvia,7,julio
2010-07-13,"Declaratoria de Emergencia por la ocurrencia de viento y lluvia severa provocada por el impacto e incidencia del Huracán Alex los días 30 de junio y 1o. de julio de 2010, en 5 municipios del Estado de Tamaulipas",Tamaulipas,lluvia,7,julio
2010-07-14,"Declaratoria de Emergencia por la ocurrencia de lluvia severa provocada por el huracán Alex, el día 1 de julio de 2010 en 2 municipios del Estado de Coahuila de Zaragoza",Coahuila de Zaragoza,lluvia,7,julio
2010-07-14,"Declaratoria de Emergencia por la ocurrencia de lluvia severa provocada por el impacto e incidencia del huracán Alex, los días 30 de junio y 1 de julio de 2010 en 10 municipios del Estado de Nuevo León",Nuevo León,lluvia,7,julio
2010-07-14,"Declaratoria de Emergencia para el Municipio de Catorce del Estado de San Luis Potosí, por la ocurrencia de lluvia severa el día 3 de julio de 2010",San Luis Potosí,lluvia,7,julio
2010-07-20,"Declaratoria de Emergencia por la ocurrencia de lluvia severa el día 30 de junio de 2010, para el Municipio de Miguel Alemán, así como lluvia severa los días 30 de junio y 1o. de julio de 2010, para 6 municipios del Estado de Tamaulipas",Tamaulipas,lluvia,7,julio
2010-07-23,"Declaratoria de Emergencia por la ocurrencia de lluvia severa el día 7 de julio de 2010, en el Municipio de San Antonio Nanahuatipam del Estado de Oaxaca",Oaxaca,lluvia,7,julio
2010-07-23,"Declaratoria de Emergencia por la ocurrencia de lluvia severa provocada por el impacto e incidencia del huracán Alex los días 30 de junio y 1o. de julio de 2010, en 6 municipios del Estado de Nuevo León",Nuevo León,lluvia,7,julio
2010-07-26,"Declaratoria de Emergencia por la ocurrencia de lluvias severas el día 8 de julio de 2010, en 10 municipios del Estado de Oaxaca",Oaxaca,lluvia,7,julio
2010-08-02,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 1 y 3 de julio de 2010, en 3 municipios del Estado de San Luis Potosí",San Luis Potosí,lluvia,8,agosto
2010-08-05,"Declaratoria de Emergencia por la ocurrencia de lluvias severas los días 22, 23 y 25 de julio de 2010, en 18 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,8,agosto
2010-08-09,"Declaratoria de Emergencia por la ocurrencia de lluvias severas los días 20 y 21 de julio de 2010, en 17 municipios del Estado de Oaxaca",Oaxaca,lluvia,8,agosto
2010-08-09,"Declaratoria de Emergencia por la ocurrencia de lluvias severas los días 23, 24 y 25 de julio de 2010, en 6 municipios, así como inundación fluvial el día 24 de julio de 2010, en el Municipio de El Higo del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,8,agosto
2010-08-12,"Declaratoria de Emergencia por la ocurrencia de lluvia severa el día 24 de julio de 2010, en 2 municipios del Estado de Tamaulipas",Tamaulipas,lluvia,8,agosto
2010-08-12,"Declaratoria de Emergencia por la ocurrencia de inundación fluvial los días 26, 29 y 30 de julio de 2010, en 2 municipios del Estado de Tamulipas",,inundación,8,agosto
2010-08-17,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 23, 24 y 25 de julio de 2010, en 5 municipios del Estado de San Luis Potosí",San Luis Potosí,lluvia,8,agosto
